"verbo","papel"
"carnear","Agent"
"carpir","Agent"
"carrear","Agent"
"carregar","Agent"
"casar","Agent"
"cascar","Agent"
"casquinar","Agent"
"cassar","Agent"
"castelhanizar","Agent"
"castigar","Agent"
"catar","Agent"
"categorizar","Agent"
"catequizar","Agent"
"catucar","Agent"
"cavalear","Agent"
"cavalgar","Agent"
"cavar","Agent"
"cavilhar","Agent"
"cavoucar","Agent"
"cavucar","Agent"
"caxingar","Agent"
"ceder","Agent"
"cegar","Agent"
"ceifar","Agent"
"censurar","Agent"
"centuplicar","Agent"
"cercar","Agent"
"cercear","Agent"
"cerdear","Agent"
"cerrar","Agent"
"certificar","Agent"
"cerzir","Agent"
"cessar","Agent"
"cesurar","Agent"
"cevar","Agent"
"chacinar","Agent"
"chacoalhar","Agent"
"chacotear","Agent"
"chalaçar","Agent"
"chalacear","Agent"
"chalrar","Agent"
"chamar","Agent"
"chamejar","Agent"
"chamuscar","Agent"
"chapar","Agent"
"charquear","Agent"
"chasquear","Agent"
"chegar","Agent"
"cheirar","Agent"
"chiar","Agent"
"chilrar","Agent"
"chilrear","Agent"
"chispar","Agent"
"chocalhar","Agent"
"chocar2","Agent"
"chocarrear","Agent"
"choferar","Agent"
"choramigar","Agent"
"choramingar","Agent"
"chorar","Agent"
"chuchar","Agent"
"chumbar","Agent"
"chupar","Agent"
"cicatrizar","Agent"
"ciciar","Agent"
"ciganear","Agent"
"cimentar","Agent"
"cincar","Agent"
"cindir","Agent"
"cingir","Agent"
"cintilar","Agent"
"circular","Agent"
"citar","Agent"
"clamar","Agent"
"clarear","Agent"
"clarificar","Agent"
"clarinar","Agent"
"classificar","Agent"
"claudicar","Agent"
"clicar","Agent"
"coadjuvar","Agent"
"coadunar","Agent"
"coagir","Agent"
"coalhar","Agent"
"coar","Agent"
"cobiçar","Agent"
"cobrar","Agent"
"cobrear","Agent"
"cobrejar","Agent"
"cobrir","Agent"
"coçar","Agent"
"cochichar","Agent"
"cochilar","Agent"
"cocoricar","Agent"
"codificar","Agent"
"codilhar","Agent"
"coexistir","Agent"
"cofiar","Agent"
"cogitar","Agent"
"coicear","Agent"
"coincidir","Agent"
"colar","Agent"
"colear","Agent"
"colecionar","Agent"
"coletar","Agent"
"colher","Agent"
"colidir","Agent"
"coligar","Agent"
"coligir","Agent"
"colocar","Agent"
"colorar","Agent"
"colorir","Agent"
"colorizar","Agent"
"comandar","Agent"
"combater","Agent"
"combinar","Agent"
"começar","Agent"
"comentar","Agent"
"comer","Agent"
"cometer","Agent"
"cominuir","Agent"
"comover","Agent"
"comparar","Agent"
"compassar","Agent"
"compelir","Agent"
"compensar","Agent"
"competir","Agent"
"compilar","Agent"
"complanar","Agent"
"complementar","Agent"
"completar","Agent"
"compor","Agent"
"comportar","Agent"
"comprar","Agent"
"compreender","Agent"
"comprimir","Agent"
"comprometer","Agent"
"compromissar","Agent"
"comprovar","Agent"
"compulsar","Agent"
"comunicar","Agent"
"comutar","Agent"
"concatenar","Agent"
"conceber","Agent"
"conceituar","Agent"
"concernir","Agent"
"conchegar","Agent"
"conciliar","Agent"
"concitar","Agent"
"conclamar","Agent"
"concluir","Agent"
"concorrer","Agent"
"conculcar","Agent"
"condenar","Agent"
"condensar","Agent"
"condimentar","Agent"
"condizer","Agent"
"conduzir","Agent"
"conectar","Agent"
"confabular","Agent"
"confederar","Agent"
"conferenciar","Agent"
"conferir","Agent"
"confessar","Agent"
"confiar","Agent"
"confidenciar","Agent"
"confinar","Agent"
"confirmar","Agent"
"confortar","Agent"
"confranger","Agent"
"confrontar","Agent"
"congelar","Agent"
"conglomerar","Agent"
"congratular","Agent"
"congregar","Agent"
"conhecer","Agent"
"conjecturar","Agent"
"conjeturar","Agent"
"conjurar","Agent"
"conquistar","Agent"
"consagrar","Agent"
"conscientizar","Agent"
"conseguir","Agent"
"consentir","Agent"
"consertar","Agent"
"conservar","Agent"
"considerar","Agent"
"consignar","Agent"
"consistir","Agent"
"consolar","Agent"
"consolidar","Agent"
"consorciar","Agent"
"conspurcar","Agent"
"constituir","Agent"
"constranger","Agent"
"construir","Agent"
"consultar","Agent"
"consumar","Agent"
"consumir","Agent"
"contagiar","Agent"
"contaminar","Agent"
"contar","Agent"
"contemporizar","Agent"
"contender","Agent"
"contentar","Agent"
"conter","Agent"
"continuar","Agent"
"contrabalançar","Agent"
"contrafazer","Agent"
"contrair","Agent"
"contrapesar","Agent"
"contrapor","Agent"
"contribuir","Agent"
"convencer","Agent"
"conversar","Agent"
"converter","Agent"
"convidar","Agent"
"convir","Agent"
"conviver","Agent"
"convocar","Agent"
"coordenar","Agent"
"copiar","Agent"
"copilar","Agent"
"copular","Agent"
"corar","Agent"
"corcovear","Agent"
"coriscar","Agent"
"coroar","Agent"
"correr","Agent"
"corrugar","Agent"
"corrupiar","Agent"
"cortar","Agent"
"coruscar","Agent"
"coser","Agent"
"costurar","Agent"
"cotar","Agent"
"cotejar","Agent"
"coucear","Agent"
"coxear","Agent"
"cozer","Agent"
"cozinhar","Agent"
"cravar","Agent"
"cravejar","Agent"
"crepitar","Agent"
"crescer","Agent"
"crestar","Agent"
"criar","Agent"
"criticar","Agent"
"crivar","Agent"
"crocitar","Agent"
"crucificar","Agent"
"crucifixar","Agent"
"cruzar","Agent"
"cucuritar","Agent"
"cuidar","Agent"
"cuinhar","Agent"
"cultivar","Agent"
"cumprimentar","Agent"
"cumprir","Agent"
"cumular","Agent"
"cunhar","Agent"
"curar","Agent"
"curtir","Agent"
"curvar","Agent"
"curvetear","Agent"
"cuspilhar","Agent"
"cuspinhar","Agent"
"cuspir","Agent"
"custar","Agent"
"custodiar","Agent"
"cutucar","Agent"
"dactilografar","Agent"
"danar","Agent"
"dançar","Agent"
"danificar","Agent"
"daninhar","Agent"
"dar","Agent"
"dardejar","Agent"
"datilografar","Agent"
"deambular","Agent"
"debelar","Agent"
"debicar","Agent"
"debilitar","Agent"
"debochar","Agent"
"debulhar","Agent"
"debutar","Agent"
"decair","Agent"
"decalcar","Agent"
"decentralizar","Agent"
"decepar","Agent"
"decidir","Agent"
"decifrar","Agent"
"decimar","Agent"
"declamar","Agent"
"declarar","Agent"
"declinar","Agent"
"decodificar","Agent"
"decorar1","Agent"
"decorar2","Agent"
"decotar","Agent"
"decretar","Agent"
"decriptar","Agent"
"dedicar","Agent"
"deduzir","Agent"
"defender","Agent"
"definhar","Agent"
"defluir","Agent"
"defraudar","Agent"
"defrontar","Agent"
"defumar","Agent"
"degelar","Agent"
"degenerar","Agent"
"deglutir","Agent"
"degolar","Agent"
"degradar","Agent"
"degranar","Agent"
"deitar","Agent"
"deixar","Agent"
"dejejuar","Agent"
"delir","Agent"
"delongar","Agent"
"delucidar","Agent"
"demandar","Agent"
"demarcar","Agent"
"demitir","Agent"
"demolir","Agent"
"demonstrar","Agent"
"demorar","Agent"
"demover","Agent"
"denegar","Agent"
"denegrir","Agent"
"denominar","Agent"
"departir","Agent"
"depauperar","Agent"
"depenar","Agent"
"dependurar","Agent"
"depor","Agent"
"depositar","Agent"
"deprecar","Agent"
"depreciar","Agent"
"depredar","Agent"
"depreender","Agent"
"deprimir","Agent"
"depurar","Agent"
"derivar","Agent"
"derrabar","Agent"
"derramar1","Agent"
"derramar2","Agent"
"derrear","Agent"
"derreter","Agent"
"derribar","Agent"
"derriçar","Agent"
"derriscar","Agent"
"derrogar","Agent"
"derrubar","Agent"
"derruir","Agent"
"desabastecer","Agent"
"desabituar","Agent"
"desabotoar","Agent"
"desabrigar","Agent"
"desabrochar","Agent"
"desabusar","Agent"
"desacasalar","Agent"
"desacelerar","Agent"
"desaconselhar","Agent"
"desacorrentar","Agent"
"desacostumar","Agent"
"desacreditar","Agent"
"desadorar1","Agent"
"desaferrolhar","Agent"
"desafiar1","Agent"
"desafixar","Agent"
"desafligir","Agent"
"desafoguear","Agent"
"desafrontar","Agent"
"desagasalhar","Agent"
"desagravar","Agent"
"desagregar","Agent"
"desajudar","Agent"
"desalagar","Agent"
"desamarrotar","Agent"
"desamassar","Agent"
"desambientar","Agent"
"desamparar","Agent"
"desancar","Agent"
"desandar","Agent"
"desanexar","Agent"
"desangustiar","Agent"
"desanimar","Agent"
"desanuviar","Agent"
"desaparafusar","Agent"
"desaparelhar","Agent"
"desapartar","Agent"
"desapear","Agent"
"desapertar","Agent"
"desapossar","Agent"
"desapropriar","Agent"
"desaproveitar","Agent"
"desaquecer","Agent"
"desarborizar","Agent"
"desarmar","Agent"
"desarmonizar","Agent"
"desarquivar","Agent"
"desarraigar","Agent"
"desarrimar","Agent"
"desasnar","Agent"
"desatar","Agent"
"desatarraxar","Agent"
"desataviar","Agent"
"desavir","Agent"
"desbastar","Agent"
"desbloquear","Agent"
"desbotar","Agent"
"desbotoar","Agent"
"desbulhar","Agent"
"descadeirar","Agent"
"descafeinar","Agent"
"descair","Agent"
"descalçar","Agent"
"descamar","Agent"
"descambar","Agent"
"descaminhar","Agent"
"descansar","Agent"
"descantar","Agent"
"descarnar","Agent"
"descarregar","Agent"
"descasar","Agent"
"descascar","Agent"
"descativar","Agent"
"descentralizar","Agent"
"descentrar","Agent"
"descer","Agent"
"descerrar","Agent"
"descingir","Agent"
"desclassificar","Agent"
"descobrir","Agent"
"descodificar","Agent"
"descolar","Agent"
"descombinar","Agent"
"desconcentrar","Agent"
"desconcertar","Agent"
"desconciliar","Agent"
"desconfiar","Agent"
"descongelar","Agent"
"desconhecer","Agent"
"desconjuntar","Agent"
"desconsertar","Agent"
"descontaminar","Agent"
"desconvencer","Agent"
"desconversar","Agent"
"desconverter","Agent"
"descorar","Agent"
"descornar","Agent"
"descortinar","Agent"
"descreditar","Agent"
"descrever","Agent"
"desculpar","Agent"
"desdenhar","Agent"
"desdobrar","Agent"
"desdoirar","Agent"
"desdourar","Agent"
"desejar","Agent"
"desembaraçar","Agent"
"desembestar","Agent"
"desembolsar","Agent"
"desemborcar","Agent"
"desembrulhar","Agent"
"desemburrar","Agent"
"desemparelhar","Agent"
"desempenhar","Agent"
"desemperrar","Agent"
"desempoar","Agent"
"desempobrecer","Agent"
"desempoeirar","Agent"
"desempossar","Agent"
"desempregar","Agent"
"desencalacrar","Agent"
"desencaminhar","Agent"
"desencarapinhar","Agent"
"desencarcerar","Agent"
"desencardir","Agent"
"desencaroçar","Agent"
"desencharcar","Agent"
"desencobrir","Agent"
"desencorajar","Agent"
"desencorpar","Agent"
"desencrespar","Agent"
"desencurralar","Agent"
"desendeusar","Agent"
"desenfeitar","Agent"
"desenfrear","Agent"
"desengaçar","Agent"
"desengajar","Agent"
"desenganar","Agent"
"desengastar","Agent"
"desengatilhar","Agent"
"desengolir","Agent"
"desengomar","Agent"
"desengonçar","Agent"
"desengordurar","Agent"
"desengrandecer","Agent"
"desengrenar","Agent"
"desengrossar","Agent"
"desenhar","Agent"
"desenlamear","Agent"
"desenlear","Agent"
"desenobrecer","Agent"
"desenredar","Agent"
"desenriçar","Agent"
"desenrijar","Agent"
"desenrolar","Agent"
"desenrubescer","Agent"
"desenrugar","Agent"
"desensoberbecer","Agent"
"desensopar","Agent"
"desentesar","Agent"
"desentranhar","Agent"
"desentristecer","Agent"
"desentrosar","Agent"
"desenvencilhar","Agent"
"desenvolver","Agent"
"desequilibrar","Agent"
"desesperançar","Agent"
"desesperar","Agent"
"desestabilizar","Agent"
"desestimular","Agent"
"desfalcar","Agent"
"desfarelar","Agent"
"desfavorecer","Agent"
"desfazer","Agent"
"desfechar","Agent"
"desferir","Agent"
"desfiar","Agent"
"desfibrar","Agent"
"desfilar","Agent"
"desflorescer","Agent"
"desflorestar","Agent"
"desfolhar","Agent"
"desfraldar","Agent"
"desfrechar","Agent"
"desfrutar","Agent"
"desgalhar","Agent"
"desgelar","Agent"
"desgrampear","Agent"
"desgrenhar","Agent"
"desgrudar","Agent"
"desguarnecer","Agent"
"desidratar","Agent"
"designar","Agent"
"desiludir","Agent"
"desimantar","Agent"
"desimobilizar","Agent"
"desinchar","Agent"
"desincorporar","Agent"
"desinflamar","Agent"
"desinibir","Agent"
"desinquietar","Agent"
"desirmanar","Agent"
"desjejuar","Agent"
"desjuntar","Agent"
"deslacrar","Agent"
"deslegitimar","Agent"
"desligar","Agent"
"deslindar","Agent"
"deslisar","Agent"
"deslocar","Agent"
"deslodar","Agent"
"deslombar","Agent"
"deslustrar","Agent"
"desmagnetizar","Agent"
"desmaiar","Agent"
"desmanchar","Agent"
"desmantelar","Agent"
"desmatar","Agent"
"desmembrar","Agent"
"desmerecer","Agent"
"desmiolar","Agent"
"desmiuçar","Agent"
"desmobiliar","Agent"
"desmoitar","Agent"
"desmontar","Agent"
"desmoralizar","Agent"
"desmoronar","Agent"
"desmotivar","Agent"
"desmuniciar","Agent"
"desnobrecer","Agent"
"desnuar","Agent"
"desnudar","Agent"
"desonestar","Agent"
"desonrar","Agent"
"desornar","Agent"
"despachar","Agent"
"desparafusar","Agent"
"despeçar","Agent"
"despedaçar","Agent"
"despedir","Agent"
"despegar","Agent"
"despejar","Agent"
"despenar1","Agent"
"despenar2","Agent"
"despender","Agent"
"despendurar","Agent"
"despenicar","Agent"
"desperdiçar","Agent"
"despersuadir","Agent"
"despertar","Agent"
"despetalar","Agent"
"despiolhar","Agent"
"despir","Agent"
"despistar","Agent"
"despojar","Agent"
"despolir","Agent"
"despoluir","Agent"
"desposar","Agent"
"despregar1","Agent"
"desprender","Agent"
"desprestigiar","Agent"
"desprezar","Agent"
"desprover","Agent"
"desquiciar","Agent"
"desquitar","Agent"
"desraigar","Agent"
"desramar","Agent"
"desrugar","Agent"
"dessalinizar","Agent"
"dessangrar","Agent"
"dessecar","Agent"
"dessumir","Agent"
"destacar","Agent"
"destampar","Agent"
"destapar","Agent"
"destemperar","Agent"
"desterroar","Agent"
"destilar","Agent"
"destinar","Agent"
"destituir","Agent"
"destorroar","Agent"
"destrancar","Agent"
"destratar","Agent"
"destravar","Agent"
"destrinçar","Agent"
"destrinchar","Agent"
"destripar","Agent"
"destroçar","Agent"
"destruir","Agent"
"desumedecer","Agent"
"desumidificar","Agent"
"desunir","Agent"
"desvairar","Agent"
"desvalidar","Agent"
"desvelar1","Agent"
"desvelar2","Agent"
"desvencilhar","Agent"
"desventrar","Agent"
"desvestir","Agent"
"desviar","Agent"
"desvicerar","Agent"
"desvigorar","Agent"
"desvincilhar","Agent"
"desvirtuar","Agent"
"detectar","Agent"
"deter","Agent"
"deteriorar","Agent"
"determinar","Agent"
"detonar","Agent"
"detrair","Agent"
"detratar","Agent"
"devassar","Agent"
"devastar","Agent"
"devolver","Agent"
"devorar","Agent"
"devotar","Agent"
"difamar","Agent"
"diferençar","Agent"
"diferenciar","Agent"
"difundir","Agent"
"digerir","Agent"
"dilacerar","Agent"
"dilatar","Agent"
"dilucidar","Agent"
"diluir","Agent"
"dimanar","Agent"
"diminuir","Agent"
"dirigir","Agent"
"dirimir","Agent"
"discernir","Agent"
"disciplinar","Agent"
"discorrer","Agent"
"discriminar","Agent"
"disparar","Agent"
"disparatar","Agent"
"dispartir","Agent"
"dispensar","Agent"
"dispor","Agent"
"dissecar","Agent"
"dissimular","Agent"
"dissipar","Agent"
"dissociar","Agent"
"dissolver","Agent"
"dissuadir","Agent"
"distinguir","Agent"
"distrair","Agent"
"distratar","Agent"
"distribuir","Agent"
"ditar","Agent"
"divagar","Agent"
"dividir","Agent"
"divinizar","Agent"
"divorciar","Agent"
"dizer","Agent"
"dizimar","Agent"
"doar","Agent"
"dobrar","Agent"
"documentar","Agent"
"doidejar","Agent"
"doirar","Agent"
"dormir","Agent"
"dormitar","Agent"
"dotar","Agent"
"dourar","Agent"
"doutrinar","Agent"
"drapear","Agent"
"drapejar","Agent"
"drenar","Agent"
"duplicar","Agent"
"economizar","Agent"
"edificar","Agent"
"editar","Agent"
"editorar","Agent"
"educar","Agent"
"edulcorar","Agent"
"eduzir","Agent"
"eivar","Agent"
"elaborar","Agent"
"eleger","Agent"
"elevar","Agent"
"eliminar","Agent"
"elogiar","Agent"
"elucidar","Agent"
"emaçar","Agent"
"emaciar","Agent"
"emagrecer","Agent"
"emalar","Agent"
"emaranhar","Agent"
"embaçar","Agent"
"embaciar","Agent"
"embainhar","Agent"
"embair","Agent"
"embalar1","Agent"
"embalar2","Agent"
"embaraçar","Agent"
"embarcar","Agent"
"embargar","Agent"
"embarrigar","Agent"
"embeber","Agent"
"embeberar","Agent"
"embelecer","Agent"
"embelezar","Agent"
"embicar","Agent"
"embirrar","Agent"
"embolotar","Agent"
"embolsar","Agent"
"emborcar","Agent"
"embornalar","Agent"
"embotar","Agent"
"embrancar","Agent"
"embromar","Agent"
"embrulhar","Agent"
"embuçalar","Agent"
"emburrar","Agent"
"emburricar","Agent"
"embutir","Agent"
"emelar","Agent"
"emendar","Agent"
"emergir","Agent"
"emoldurar","Agent"
"empacar1","Agent"
"empacotar","Agent"
"empalecer","Agent"
"empalhar","Agent"
"empalidecer","Agent"
"empalmar","Agent"
"empanar","Agent"
"empanturrar","Agent"
"empanzinar","Agent"
"empapar","Agent"
"emparceirar","Agent"
"emparelhar","Agent"
"empatar","Agent"
"empeçar","Agent"
"empedernecer","Agent"
"empedernir","Agent"
"empedrar","Agent"
"empenhar","Agent"
"empenhorar","Agent"
"emperrar","Agent"
"empestar","Agent"
"empestear","Agent"
"empetecar","Agent"
"empilhar","Agent"
"empinar","Agent"
"emplastar","Agent"
"emplastrar","Agent"
"emplumar","Agent"
"empoar","Agent"
"empoeirar","Agent"
"empoleirar","Agent"
"empolgar","Agent"
"emporcalhar","Agent"
"emporcar","Agent"
"empossar","Agent"
"empregar","Agent"
"emprenhar","Agent"
"empretecer","Agent"
"empunhar","Agent"
"empurpurar","Agent"
"empurrar","Agent"
"empuxar","Agent"
"emudecer","Agent"
"emular","Agent"
"emulsificar","Agent"
"emulsionar","Agent"
"emurchecer","Agent"
"enaltar","Agent"
"enaltecer","Agent"
"enarrar","Agent"
"encabular","Agent"
"encadear","Agent"
"encaixar","Agent"
"encaixilhar","Agent"
"encaixotar","Agent"
"encalmar","Agent"
"encaminhar","Agent"
"encanecer","Agent"
"encantar","Agent"
"encapar","Agent"
"encapelar-se1","Agent"
"encaracolar","Agent"
"encarapitar","Agent"
"encarar","Agent"
"encarcerar","Agent"
"encardir","Agent"
"encarecer","Agent"
"encarnar","Agent"
"encaroçar","Agent"
"encarquilhar","Agent"
"encarrapitar","Agent"
"encarvoar","Agent"
"encasquetar","Agent"
"encastoar","Agent"
"encastrar","Agent"
"encavalar","Agent"
"encavar","Agent"
"encenar","Agent"
"encerrar","Agent"
"encetar","Agent"
"encharcar","Agent"
"encher","Agent"
"encimar","Agent"
"encolher","Agent"
"encomendar","Agent"
"encomiar","Agent"
"encompridar","Agent"
"encontrar","Agent"
"encorajar","Agent"
"encostar","Agent"
"encouraçar","Agent"
"encourar","Agent"
"encovar","Agent"
"encravar","Agent"
"encrespar","Agent"
"encruar","Agent"
"encumear","Agent"
"encurtar","Agent"
"endereçar","Agent"
"endinheirar","Agent"
"endurecer","Agent"
"enegrecer","Agent"
"enfaixar","Agent"
"enfardar","Agent"
"enfarinhar","Agent"
"enfarruscar","Agent"
"enfatizar","Agent"
"enfeitar","Agent"
"enfermar","Agent"
"enfiar","Agent"
"enfincar","Agent"
"enflorar","Agent"
"enforcar","Agent"
"enfraquecer","Agent"
"enfrascar","Agent"
"enfrear","Agent"
"enfrenar","Agent"
"enfrentar","Agent"
"enfronhar","Agent"
"engabelar","Agent"
"engaiolar","Agent"
"engajar","Agent"
"engalanar","Agent"
"engambelar","Agent"
"enganar","Agent"
"engarrafar","Agent"
"engastar","Agent"
"engatar","Agent"
"engatinhar","Agent"
"engelhar","Agent"
"engendrar","Agent"
"engenhar","Agent"
"engessar","Agent"
"engodar","Agent"
"engolir","Agent"
"engomar","Agent"
"engonçar","Agent"
"engordar","Agent"
"engordurar","Agent"
"engrandecer","Agent"
"engravidar","Agent"
"engraxar","Agent"
"engrenar","Agent"
"engrinaldar","Agent"
"engrolar","Agent"
"engrossar","Agent"
"engulhar","Agent"
"enjaular","Agent"
"enjoar","Agent"
"enlaçar","Agent"
"enlambuzar","Agent"
"enlamear","Agent"
"enlear","Agent"
"enloirar","Agent"
"enloirecer","Agent"
"enlourecer","Agent"
"enobrecer","Agent"
"enodoar","Agent"
"enoitar","Agent"
"enojar","Agent"
